type,id,phase,name_or_scope,wave,status,owner_r,accountable_a,consulted_c,informed_i,dependencies,prd_ids,master_plan_refs,architecture_spot,change_type,reopens_milestone,risk_probability,risk_impact,risk_score,priority,target_window,exit_criteria,evidence,notes,urk_runtime_type,urk_prong,privacy_mode_impact,impact_tier_max
milestone,M7-P7-4,7,URK Stage B: Event Ops runtime shadow wiring (ingest-plan-gate-observe),7,Done,AP;MOB,REL,MLE;SEC;QA,GOV,M7-P7-3,PRD-021;PRD-022;PRD-033;PRD-034,6.1.1;6.2.1;7.4.3;7.7.5,lib/core/controllers,baseline,none,4,5,20,Critical,Week 14-15,Event Ops shadow runtime emits lineage-complete decisions and blocks high-impact autonomous commit paths in shadow mode,docs/plans/methodology/M7_P7_4_URK_STAGE_B_EVENT_OPS_SHADOW_RUNTIME_BASELINE.md;configs/runtime/urk_stage_b_event_ops_shadow_runtime_controls.json;scripts/runtime/generate_urk_stage_b_event_ops_shadow_runtime_report.py;docs/plans/methodology/MASTER_PLAN_URK_STAGE_B_EVENT_OPS_SHADOW_RUNTIME_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_STAGE_B_EVENT_OPS_SHADOW_RUNTIME_REPORT.md;lib/core/controllers/urk_stage_b_event_ops_shadow_runtime_contract.dart;test/unit/controllers/urk_stage_b_event_ops_shadow_runtime_contract_test.dart,M7-P7-4 completed with deterministic URK Stage B Event Ops shadow runtime contract + report checks,event_ops_runtime,runtime_core,multi_mode,L3
milestone,M7-P8-3,8,URK Stage C prep: private-mesh policy conformance for Event Ops deltas,7,Done,FED;LOC,AP,SEC;QA;REL,GOV,M7-P7-4,PRD-021;PRD-022;PRD-033;PRD-034,8.1.3;8.1.4;8.9.5;10.9.12,lib/core/ai2ai,baseline,none,4,5,20,Critical,Week 15-16,Private mesh path transmits only anonymized encrypted URK-approved payload classes with policy+lineage checks,docs/plans/methodology/M7_P8_3_URK_STAGE_C_PRIVATE_MESH_POLICY_CONFORMANCE_BASELINE.md;configs/runtime/urk_stage_c_private_mesh_policy_conformance_controls.json;scripts/runtime/generate_urk_stage_c_private_mesh_policy_conformance_report.py;docs/plans/methodology/MASTER_PLAN_URK_STAGE_C_PRIVATE_MESH_POLICY_CONFORMANCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_STAGE_C_PRIVATE_MESH_POLICY_CONFORMANCE_REPORT.md;lib/core/ai2ai/urk_stage_c_private_mesh_policy_conformance_contract.dart;test/unit/ai2ai/urk_stage_c_private_mesh_policy_conformance_contract_test.dart,M7-P8-3 completed with deterministic URK Stage C private-mesh policy conformance contract + report checks,event_ops_runtime,governance_core,private_mesh,L3
milestone,M8-P9-2,9,URK Stage D: Business runtime replication on shared URK contracts,8,Done,Business Platform;AP,GOV,SEC;QA;REL,ARCH,M7-P8-3,PRD-020;PRD-021;PRD-022;PRD-033;PRD-034,7.7.5;9.2.6;9.3.1;10.9.12,lib/core/services/business,baseline,none,3,4,12,High,Week 16-17,Business runtime request-policy-lineage-review contracts pass with zero unattributed or unreviewed high-impact actions,docs/plans/methodology/M8_P9_2_URK_STAGE_D_BUSINESS_RUNTIME_REPLICATION_BASELINE.md;configs/runtime/urk_stage_d_business_runtime_replication_controls.json;scripts/runtime/generate_urk_stage_d_business_runtime_replication_report.py;docs/plans/methodology/MASTER_PLAN_URK_STAGE_D_BUSINESS_RUNTIME_REPLICATION_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_STAGE_D_BUSINESS_RUNTIME_REPLICATION_REPORT.md;lib/core/services/business/urk_stage_d_business_runtime_replication_contract.dart;test/unit/services/urk_stage_d_business_runtime_replication_contract_test.dart,M8-P9-2 completed with deterministic URK Stage D business runtime replication contract + report checks,business_ops_runtime,runtime_core,federated_cloud,L3
milestone,M8-P11-2,11,URK Stage D: Expert runtime replication on shared URK contracts,8,Done,Integrations Platform;AP,GOV,SEC;QA;REL,ARCH,M8-P9-2,PRD-021;PRD-022;PRD-033;PRD-034,8.4.2;11.1.1;11.2.1;10.9.12,lib/core/services/expertise,baseline,none,3,5,15,High,Week 17-18,Expert runtime request-policy-lineage-provenance-review contracts pass with zero unverified high-impact commits,docs/plans/methodology/M8_P11_2_URK_STAGE_D_EXPERT_RUNTIME_REPLICATION_BASELINE.md;configs/runtime/urk_stage_d_expert_runtime_replication_controls.json;scripts/runtime/generate_urk_stage_d_expert_runtime_replication_report.py;docs/plans/methodology/MASTER_PLAN_URK_STAGE_D_EXPERT_RUNTIME_REPLICATION_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_STAGE_D_EXPERT_RUNTIME_REPLICATION_REPORT.md;lib/core/services/expertise/urk_stage_d_expert_runtime_replication_contract.dart;test/unit/services/urk_stage_d_expert_runtime_replication_contract_test.dart,M8-P11-2 completed with deterministic URK Stage D expert runtime replication contract + report checks,expert_services_runtime,runtime_core,private_mesh,L3
milestone,M8-P10-4,10,URK Stage E: Cross-runtime conformance matrix + replay harness,8,Done,AP;REL,GOV,SEC;QA;OBS,ARCH,M8-P11-2,PRD-021;PRD-022;PRD-033;PRD-034,7.7.5;8.1.4;10.9.12;10.10.8,lib/core/controllers,baseline,none,3,5,15,High,Week 18-19,Event/Business/Expert runtime invariants conform with deterministic replay and zero policy divergence,docs/plans/methodology/M8_P10_4_URK_STAGE_E_CROSS_RUNTIME_CONFORMANCE_BASELINE.md;configs/runtime/urk_stage_e_cross_runtime_conformance_controls.json;scripts/runtime/generate_urk_stage_e_cross_runtime_conformance_report.py;docs/plans/methodology/MASTER_PLAN_URK_STAGE_E_CROSS_RUNTIME_CONFORMANCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_STAGE_E_CROSS_RUNTIME_CONFORMANCE_REPORT.md;lib/core/controllers/urk_stage_e_cross_runtime_conformance_contract.dart;test/unit/controllers/urk_stage_e_cross_runtime_conformance_contract_test.dart,M8-P10-4 completed with deterministic URK Stage E cross-runtime conformance contract + report checks,shared,cross_prong,multi_mode,L3
milestone,M9-P10-1,10,URK Universal Kernel: promotion lifecycle governance,9,Done,AP;REL,GOV,SEC;QA;OBS,ARCH,M8-P10-4,PRD-021;PRD-022;PRD-033;PRD-034,10.9.12;10.10.8,lib/core/controllers,baseline,none,3,5,15,High,Week 19-20,Kernel lifecycle transitions + approval-chain safety checks pass with zero unsafe promotions,docs/plans/methodology/M9_P10_1_URK_KERNEL_PROMOTION_LIFECYCLE_BASELINE.md;configs/runtime/urk_kernel_promotion_lifecycle_controls.json;scripts/runtime/generate_urk_kernel_promotion_lifecycle_report.py;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_PROMOTION_LIFECYCLE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_PROMOTION_LIFECYCLE_REPORT.md;lib/core/controllers/urk_kernel_promotion_lifecycle_contract.dart;test/unit/controllers/urk_kernel_promotion_lifecycle_contract_test.dart,M9-P10-1 completed with deterministic URK kernel lifecycle/promotion governance contract + report checks,shared,governance_core,multi_mode,L3
milestone,M9-P3-2,3,URK Universal Kernel: learning update governance,9,Done,AP;MLE,AP,QA;OBS;REL,GOV,M8-P10-4,PRD-021;PRD-022;PRD-033;PRD-034,3.2.1;7.9.6;10.9.12,lib/core/ai,baseline,none,4,5,20,Critical,Week 19-20,Learning update validation/lineage and high-impact safety checks pass with zero unsafe update promotions,docs/plans/methodology/M9_P3_2_URK_LEARNING_UPDATE_GOVERNANCE_BASELINE.md;configs/runtime/urk_learning_update_governance_controls.json;scripts/runtime/generate_urk_learning_update_governance_report.py;docs/plans/methodology/MASTER_PLAN_URK_LEARNING_UPDATE_GOVERNANCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_LEARNING_UPDATE_GOVERNANCE_REPORT.md;lib/core/ai/urk_learning_update_governance_contract.dart;test/unit/ai/urk_learning_update_governance_contract_test.dart,M9-P3-2 completed with deterministic URK learning update governance contract + report checks,shared,model_core,multi_mode,L4
milestone,M9-P10-2,10,URK Universal Kernel: registry completeness + admin catalog,9,Done,AP;REL,GOV,Product;QA;SEC,ARCH,M9-P10-1;M9-P3-2,PRD-021;PRD-022;PRD-033;PRD-034,7.7.6;10.9.12;10.10.8,docs,baseline,none,3,4,12,High,Week 20-21,Kernel registry completeness validator and admin catalog generator are deterministic and check-clean in CI,docs/plans/methodology/M9_P10_2_URK_KERNEL_REGISTRY_AND_ADMIN_CATALOG_BASELINE.md;configs/runtime/kernel_registry.json;scripts/runtime/check_urk_kernel_registry.py;scripts/runtime/generate_urk_kernel_catalog.py;docs/admin/URK_KERNEL_CATALOG.md,M9-P10-2 completed with deterministic URK kernel registry completeness + admin catalog generation checks,shared,cross_prong,multi_mode,L3
milestone,M9-P3-3,3,URK Reality Kernel: world-state coherence,9,Done,AP;MLE,AP,QA;OBS;REL,GOV,M9-P3-2,PRD-021;PRD-022;PRD-033;PRD-034,3.1.1;3.4.4;10.9.12,lib/core/models,baseline,none,4,5,20,Critical,Week 20-21,Reality model plane/knot/string coherence checks pass with zero unresolved cross-plane conflicts,docs/plans/methodology/M9_P3_3_URK_REALITY_WORLD_STATE_COHERENCE_BASELINE.md;configs/runtime/urk_reality_world_state_coherence_controls.json;scripts/runtime/generate_urk_reality_world_state_coherence_report.py;docs/plans/methodology/MASTER_PLAN_URK_REALITY_WORLD_STATE_COHERENCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_REALITY_WORLD_STATE_COHERENCE_REPORT.md;lib/core/models/urk_reality_world_state_coherence_contract.dart;test/unit/models/urk_reality_world_state_coherence_contract_test.dart,M9-P3-3 completed with deterministic URK reality world-state coherence contract + report checks,shared,model_core,multi_mode,L4
milestone,M9-P5-2,5,URK Reality Kernel: temporal truth alignment,9,Done,AP;MLE,AP,QA;OBS;REL,GOV,M9-P3-3,PRD-021;PRD-022;PRD-033;PRD-034,5.1.9;7.7.5;10.9.12,lib/core/services/quantum,baseline,none,4,5,20,Critical,Week 20-21,Atomic/semantic time alignment and timeline safety checks pass with zero contradictions/regressions,docs/plans/methodology/M9_P5_2_URK_REALITY_TEMPORAL_TRUTH_BASELINE.md;configs/runtime/urk_reality_temporal_truth_controls.json;scripts/runtime/generate_urk_reality_temporal_truth_report.py;docs/plans/methodology/MASTER_PLAN_URK_REALITY_TEMPORAL_TRUTH_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_REALITY_TEMPORAL_TRUTH_REPORT.md;lib/core/services/quantum/urk_reality_temporal_truth_contract.dart;test/unit/services/urk_reality_temporal_truth_contract_test.dart,M9-P5-2 completed with deterministic URK reality temporal truth contract + report checks,shared,runtime_core,multi_mode,L4
milestone,M10-P3-1,3,URK Universal Kernel: self-learning governance,10,Done,AP;MLE,AP,QA;OBS;REL,GOV,M9-P3-2,PRD-021;PRD-022;PRD-033;PRD-034,3.2.1;7.9.6;10.9.12,lib/core/ai,baseline,none,4,5,20,Critical,Week 21-22,Self-learning cycles are policy-gated and promotion-safe with deterministic lineage and auditability,docs/plans/methodology/M10_P3_1_URK_SELF_LEARNING_GOVERNANCE_KERNEL_BASELINE.md;configs/runtime/urk_self_learning_governance_controls.json;scripts/runtime/generate_urk_self_learning_governance_report.py;docs/plans/methodology/MASTER_PLAN_URK_SELF_LEARNING_GOVERNANCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_SELF_LEARNING_GOVERNANCE_REPORT.md;lib/core/ai/urk_self_learning_governance_contract.dart;test/unit/ai/urk_self_learning_governance_contract_test.dart,M10-P3-1 completed with deterministic URK self-learning governance contract + report checks,shared,model_core,multi_mode,L4
milestone,M10-P6-1,6,URK Universal Kernel: self-healing recovery,10,Done,REL;AP,GOV,SEC;QA;OBS,ARCH,M6-P3-1,PRD-021;PRD-022;PRD-033;PRD-034,6.2.10;7.3.4;10.9.12,lib/core/services,baseline,none,5,5,25,Critical,Week 21-22,Autonomous detect-contain-recover loop enforces deterministic rollback and incident lineage closure,docs/plans/methodology/M10_P6_1_URK_SELF_HEALING_RECOVERY_KERNEL_BASELINE.md;configs/runtime/urk_self_healing_recovery_controls.json;scripts/runtime/generate_urk_self_healing_recovery_report.py;docs/plans/methodology/MASTER_PLAN_URK_SELF_HEALING_RECOVERY_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_SELF_HEALING_RECOVERY_REPORT.md;lib/core/services/urk_self_healing_recovery_contract.dart;test/unit/services/urk_self_healing_recovery_contract_test.dart,M10-P6-1 completed with deterministic URK self-healing recovery contract + report checks,shared,runtime_core,multi_mode,L4
milestone,M10-P10-3,10,URK Universal Kernel: learning-healing bridge,10,Done,AP;REL;MLE,GOV,QA;OBS;SEC,ARCH,M10-P3-1;M10-P6-1,PRD-021;PRD-022;PRD-033;PRD-034,7.7.6;10.9.12;10.10.8,lib/core/controllers,baseline,none,4,5,20,Critical,Week 22-23,Post-incident learning patches are safely promoted only after bridge-policy validation and replay proof,docs/plans/methodology/M10_P10_3_URK_LEARNING_HEALING_BRIDGE_KERNEL_BASELINE.md;configs/runtime/urk_learning_healing_bridge_controls.json;scripts/runtime/generate_urk_learning_healing_bridge_report.py;docs/plans/methodology/MASTER_PLAN_URK_LEARNING_HEALING_BRIDGE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_LEARNING_HEALING_BRIDGE_REPORT.md;lib/core/controllers/urk_learning_healing_bridge_contract.dart;test/unit/controllers/urk_learning_healing_bridge_contract_test.dart,M10-P10-3 completed with deterministic URK learning-healing bridge contract + report checks,shared,cross_prong,multi_mode,L4
milestone,M10-P7-1,7,URK Universal Kernel: activation engine (trigger routing + policy gates + receipts),10,Done,AP;REL;MLE,GOV,QA;OBS;SEC,ARCH,M10-P10-3,PRD-021;PRD-022;PRD-033;PRD-034,7.4.2;7.7.5;10.9.12,lib/core/controllers,baseline,none,4,5,20,Critical,Week 22-23,Kernel activation routing enforces privacy/dependency gates with deterministic activation receipts and zero unauthorized activations,docs/plans/methodology/M10_P10_4_URK_KERNEL_ACTIVATION_ENGINE_BASELINE.md;configs/runtime/urk_kernel_activation_engine_controls.json;scripts/runtime/generate_urk_kernel_activation_engine_report.py;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_ACTIVATION_ENGINE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_ACTIVATION_ENGINE_REPORT.md;lib/core/controllers/urk_kernel_activation_engine_contract.dart;test/unit/controllers/urk_kernel_activation_engine_contract_test.dart,M10-P7-1 completed with deterministic URK kernel activation engine contract + report checks,shared,runtime_core,multi_mode,L4
milestone,M10-P11-1,11,URK Universal Kernel: control plane APIs + admin runtime wiring,10,Done,AP;REL;Product,GOV,QA;OBS;SEC,ARCH,M10-P7-1,PRD-021;PRD-022;PRD-033;PRD-034,7.7.6;10.9.12;11.1.1,lib/core/services/admin,baseline,none,4,5,20,Critical,Week 23-24,Admin/runtime control plane provides live kernel state health lineage and guarded state transitions with persisted receipts,docs/plans/methodology/M10_P11_1_URK_KERNEL_CONTROL_PLANE_BASELINE.md;configs/runtime/urk_kernel_control_plane_controls.json;scripts/runtime/generate_urk_kernel_control_plane_report.py;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_CONTROL_PLANE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_KERNEL_CONTROL_PLANE_REPORT.md;lib/core/services/admin/urk_kernel_control_plane_service.dart;test/unit/services/admin/urk_kernel_control_plane_service_test.dart;lib/presentation/pages/admin/urk_kernel_console_page.dart,M10-P11-1 completed with deterministic URK kernel control-plane API + admin console live runtime state wiring checks,shared,governance_core,multi_mode,L4
milestone,M10-P10-4,10,3-prong folder migration execution (`apps -> runtime -> engine -> shared`),10,Done,AP;REL,GOV,QA;RE;ARCH,ALL,M10-P10-3,PRD-012;PRD-013;PRD-014;PRD-030;PRD-031;PRD-032;PRD-033;PRD-034,10.10.9,lib/_root,baseline,none,4,4,16,High,Week 23-26,Migration sequencing authority and controls are locked with boundary-safe execution gates and evidence traceability,docs/plans/methodology/M10_P10_4_3_PRONG_FOLDER_MIGRATION_EXECUTION_BASELINE.md;configs/runtime/three_prong_folder_migration_execution_controls.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_FOLDER_MIGRATION_EXECUTION_REPORT.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_FOLDER_MIGRATION_EXECUTION_REPORT.md;docs/plans/architecture/CODEBASE_MIGRATION_CHECKLIST_3_PRONG_2026-02-27.md,M10-P10-4 completed with deterministic 3-prong folder migration execution governance package,shared,cross_prong,multi_mode,L3
milestone,M10-P10-5,10,3-prong canonical visualization governance (external/internal flow maps),10,Done,AP;REL,GOV,Product;QA;ARCH,ALL,M10-P10-4,PRD-012;PRD-013;PRD-014;PRD-030;PRD-031;PRD-032;PRD-033;PRD-034,10.10.10,docs/plans/architecture,baseline,none,3,4,12,High,Week 23-26,Canonical visualization governance and authority mappings are locked with deterministic control and report artifacts,docs/plans/methodology/M10_P10_5_3_PRONG_CANONICAL_VISUALIZATION_GOVERNANCE_BASELINE.md;configs/runtime/three_prong_canonical_visualization_governance_controls.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_CANONICAL_VISUALIZATION_GOVERNANCE_REPORT.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_CANONICAL_VISUALIZATION_GOVERNANCE_REPORT.md;docs/plans/architecture/THREE_PRONG_ARCHITECTURE_VISUALIZATION_GUIDE_2026-02-27.md;docs/plans/architecture/ARCHITECTURE_INDEX.md;docs/MASTER_PLAN.md,M10-P10-5 completed with deterministic 3-prong canonical visualization governance package,shared,cross_prong,multi_mode,L2
milestone,M10-P10-6,10,3-prong target structure default placement enforcement for all new code,10,Done,AP;REL,GOV,QA;RE;ARCH,ALL,M10-P10-5,PRD-012;PRD-013;PRD-014;PRD-030;PRD-031;PRD-032;PRD-033;PRD-034,10.10.11,docs/plans/architecture,baseline,none,4,4,16,High,Week 23-26,Default placement enforcement package is locked and evidenced with boundary plus architecture placement governance controls,docs/plans/methodology/M10_P10_6_3_PRONG_TARGET_STRUCTURE_DEFAULT_PLACEMENT_ENFORCEMENT_BASELINE.md;configs/runtime/three_prong_target_structure_default_placement_enforcement_controls.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_TARGET_STRUCTURE_DEFAULT_PLACEMENT_ENFORCEMENT_REPORT.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_TARGET_STRUCTURE_DEFAULT_PLACEMENT_ENFORCEMENT_REPORT.md;docs/plans/architecture/TARGET_CODEBASE_STRUCTURE_ENFORCEMENT_2026-02-27.md;docs/plans/architecture/FILE_PLACEMENT_POLICY.md;docs/MASTER_PLAN.md,M10-P10-6 completed with deterministic default target-structure placement enforcement governance package,shared,cross_prong,multi_mode,L3
milestone,M10-P11-2,11,URK Universal Kernel: runtime activation receipt dispatch wiring,10,Done,AP;REL;MLE,GOV,QA;OBS;SEC,ARCH,M10-P11-1,PRD-021;PRD-022;PRD-033;PRD-034,7.7.5;7.7.6;10.9.12;11.1.1,lib/core/controllers,baseline,none,4,5,20,Critical,Week 23-24,Runtime decisions dispatch activation triggers with deterministic receipt persistence and zero untracked activations,docs/plans/methodology/M10_P11_2_URK_RUNTIME_ACTIVATION_RECEIPT_DISPATCH_BASELINE.md;configs/runtime/urk_runtime_activation_receipt_dispatch_controls.json;scripts/runtime/generate_urk_runtime_activation_receipt_dispatch_report.py;docs/plans/methodology/MASTER_PLAN_URK_RUNTIME_ACTIVATION_RECEIPT_DISPATCH_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_RUNTIME_ACTIVATION_RECEIPT_DISPATCH_REPORT.md;lib/core/controllers/urk_runtime_activation_receipt_dispatcher.dart;test/unit/controllers/urk_runtime_activation_receipt_dispatcher_test.dart;lib/core/controllers/conviction_shadow_gate.dart;lib/core/services/ai_infrastructure/online_learning_service.dart;lib/core/ai2ai/connection_orchestrator.dart;lib/core/services/admin/urk_kernel_control_plane_service.dart;test/unit/services/admin/urk_kernel_control_plane_service_test.dart;lib/core/services/business/urk_stage_d_business_runtime_replication_contract.dart;test/unit/services/urk_stage_d_business_runtime_replication_contract_test.dart;lib/core/services/expertise/urk_stage_d_expert_runtime_replication_contract.dart;test/unit/services/urk_stage_d_expert_runtime_replication_contract_test.dart;lib/core/services/business/business_service.dart;lib/core/services/expertise/expert_recommendations_service.dart;test/unit/services/business_service_urk_runtime_dispatch_test.dart;test/unit/services/expert_recommendations_service_test.dart;lib/core/controllers/urk_stage_b_event_ops_shadow_runtime_contract.dart;test/unit/controllers/urk_stage_b_event_ops_shadow_runtime_contract_test.dart;lib/core/services/events/event_recommendation_service.dart;test/unit/services/event_recommendation_urk_runtime_dispatch_test.dart,M10-P11-2 completed with deterministic runtime activation receipt dispatch wiring across conviction + online learning + ai2ai + admin state-change + business + expert + general-user event runtime service flows with report checks,shared,runtime_core,multi_mode,L4
milestone,M11-P3-1,3,URK User Runtime Kernel: realtime learning intake governance,11,Done,AP;MLE,AP,REL;QA;SEC,GOV,M10-P11-2;M10-P3-1,PRD-021;PRD-022;PRD-033;PRD-034,3.2.1;7.7.5;10.9.12,lib/core/services/user,baseline,none,4,4,16,High,Week 24-25,User-origin learning intake is on-device-first pseudonymous and consent-gated with deterministic lineage-ready acceptance decisions,docs/plans/methodology/M11_P3_1_URK_USER_RUNTIME_LEARNING_INTAKE_KERNEL_BASELINE.md;configs/runtime/urk_user_runtime_learning_intake_controls.json;configs/runtime/urk_user_runtime_observability_thresholds.json;scripts/runtime/generate_urk_user_runtime_learning_intake_report.py;docs/plans/methodology/MASTER_PLAN_URK_USER_RUNTIME_LEARNING_INTAKE_REPORT.json;docs/plans/methodology/MASTER_PLAN_URK_USER_RUNTIME_LEARNING_INTAKE_REPORT.md;lib/core/services/user/urk_user_runtime_learning_intake_contract.dart;test/unit/services/urk_user_runtime_learning_intake_contract_test.dart;lib/core/services/events/event_recommendation_service.dart;test/unit/services/event_recommendation_urk_runtime_dispatch_test.dart;lib/presentation/pages/settings/privacy_settings_page.dart;lib/presentation/pages/admin/urk_kernel_console_page.dart;lib/core/services/admin/urk_user_runtime_observability_threshold_service.dart;test/unit/services/admin/urk_user_runtime_observability_threshold_service_test.dart;lib/core/services/admin/urk_kernel_control_plane_service.dart;test/unit/services/admin/urk_kernel_control_plane_service_test.dart,M11-P3-1 completed with deterministic user-runtime learning intake governance artifacts and integration evidence,user_runtime,model_core,local_sovereign,L3
milestone,M12-P10-1,10,3-prong umbrella synchronization governance and anti-collision gate,12,Done,AP;REL,GOV,QA;RE;ARCH,ALL,M10-P10-6,PRD-030;PRD-031;PRD-032;PRD-033;PRD-034,10.10.12,docs/plans/architecture,baseline,none,3,4,12,High,Week 26-27,Umbrella authority and per-prong plan set are wired and verified through board/index synchronization checks,docs/plans/methodology/M12_P10_1_3_PRONG_UMBRELLA_SYNC_ANTI_COLLISION_BASELINE.md;configs/runtime/three_prong_umbrella_sync_anti_collision_controls.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_UMBRELLA_SYNC_ANTI_COLLISION_REPORT.json;docs/plans/methodology/MASTER_PLAN_3_PRONG_UMBRELLA_SYNC_ANTI_COLLISION_REPORT.md;docs/plans/architecture/MASTER_PLAN_3_PRONG_TARGET_END_STATE.md;docs/EXECUTION_BOARD.md;docs/MASTER_PLAN.md;docs/MASTER_PLAN_TRACKER.md,M12-P10-1 completed with deterministic umbrella-sync governance artifacts and anti-collision control package,shared,cross_prong,multi_mode,L3
milestone,M12-P10-2,10,Apps prong concurrent lane execution and contract-consumer compatibility,12,Done,AP;Product,Product,REL;QA;ARCH,GOV,M12-P10-1,PRD-012;PRD-013;PRD-014;PRD-033,10.10.12,apps/consumer_app,baseline,none,3,4,12,High,Week 26-28,Apps lane docs and control package enforce boundary and contract compatibility rules with internal-only admin safeguards,docs/plans/methodology/M12_P10_2_APPS_PRONG_CONCURRENT_EXECUTION_CONTRACT_COMPATIBILITY_BASELINE.md;configs/runtime/apps_prong_concurrent_execution_contract_compatibility_controls.json;docs/plans/methodology/MASTER_PLAN_APPS_PRONG_CONCURRENT_EXECUTION_CONTRACT_COMPATIBILITY_REPORT.json;docs/plans/methodology/MASTER_PLAN_APPS_PRONG_CONCURRENT_EXECUTION_CONTRACT_COMPATIBILITY_REPORT.md;docs/plans/architecture/PRONG_APPS_CONCURRENT_EXECUTION_PLAN_2026-02-28.md;apps/consumer_app/README.md;apps/admin_app/README.md;python3 scripts/ci/check_three_prong_boundaries.py,M12-P10-2 completed with deterministic apps-lane boundary and contract-consumer compatibility controls,user_runtime,cross_prong,multi_mode,L2
milestone,M12-P10-3,10,Runtime OS prong concurrent lane execution and policy-orchestration isolation,12,Done,AP;REL,REL,QA;SEC;ARCH,GOV,M12-P10-1,PRD-021;PRD-022;PRD-033;PRD-034,10.10.12,runtime/avrai_runtime_os,baseline,none,4,4,16,High,Week 26-28,Runtime lane authority and controls and evidence package enforce policy-orchestration isolation and contract compatibility,docs/plans/methodology/M12_P10_3_RUNTIME_OS_PRONG_CONCURRENT_EXECUTION_POLICY_ORCHESTRATION_ISOLATION_BASELINE.md;configs/runtime/runtime_os_prong_concurrent_execution_policy_orchestration_isolation_controls.json;docs/plans/methodology/MASTER_PLAN_RUNTIME_OS_PRONG_CONCURRENT_EXECUTION_POLICY_ORCHESTRATION_ISOLATION_REPORT.json;docs/plans/methodology/MASTER_PLAN_RUNTIME_OS_PRONG_CONCURRENT_EXECUTION_POLICY_ORCHESTRATION_ISOLATION_REPORT.md;docs/plans/architecture/PRONG_RUNTIME_OS_CONCURRENT_EXECUTION_PLAN_2026-02-28.md;python3 scripts/ci/check_three_prong_boundaries.py,M12-P10-3 completed with deterministic runtime-lane policy-orchestration isolation controls,event_ops_runtime,runtime_core,multi_mode,L3
milestone,M12-P10-4,10,Reality Model prong concurrent lane execution and deterministic model contract isolation,12,Done,AP;MLE,AP,REL;QA;ARCH,GOV,M12-P10-1,PRD-021;PRD-022;PRD-033;PRD-034,10.10.12,engine/reality_engine,baseline,none,4,5,20,Critical,Week 26-29,Reality model lane authority and controls and evidence package enforce deterministic contract isolation and promotion or rollback governance,docs/plans/methodology/M12_P10_4_REALITY_MODEL_PRONG_CONCURRENT_EXECUTION_DETERMINISTIC_CONTRACT_ISOLATION_BASELINE.md;configs/runtime/reality_model_prong_concurrent_execution_deterministic_contract_isolation_controls.json;docs/plans/methodology/MASTER_PLAN_REALITY_MODEL_PRONG_CONCURRENT_EXECUTION_DETERMINISTIC_CONTRACT_ISOLATION_REPORT.json;docs/plans/methodology/MASTER_PLAN_REALITY_MODEL_PRONG_CONCURRENT_EXECUTION_DETERMINISTIC_CONTRACT_ISOLATION_REPORT.md;docs/plans/architecture/PRONG_REALITY_MODEL_CONCURRENT_EXECUTION_PLAN_2026-02-28.md;docs/MASTER_PLAN.md;docs/EXECUTION_BOARD.md,M12-P10-4 completed with deterministic reality-model lane contract-isolation controls,shared,model_core,multi_mode,L4
